SMILES;logP
CC[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@H](O)C1=C2C=C(OC)C=CC2=NC=C1;2.82
O=N(=O)OCCN(CCON(=O)=O)CCON(=O)=O;0.89
C[N+]1(C)CCC(CC1)=C(C1=CC=CC=C1)C1=CC=CC=C1;-0.15
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1;5.44
CC(C(O)=O)C1=CC(Cl)=C(C=C1)N1CC=CC1;3.22
C[N+](C)(C)NCCC([O-])=O;-1.4
CSCC1CN(\N=C\C2=CC=C(O2)[N+]([O-])=O)C(=O)O1;1.72
CC(CC(C1=CC=CC=C1)C1=CC=CC=C1)NC(C)(C)C;5.16
NC(=N)NS(=O)(=O)C1=CC=C(N)C=C1;-0.52
C=CCN1CC2=CC=CC=C2C2=CC=CC=C2C1;4.04
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C(Cl)=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO;1.73
CN(C)C(=O)COC(=O)CC1=CC=C(OC(=O)C2=CC=C(NC(N)=N)C=C2)C=C1;1.51
OCN1C(=O)CN(\N=C\C2=CC=C(O2)[N+]([O-])=O)C1=O;-0.58
CCC(C(=O)OCCOCCN(CC)CC)C1=CC=CC=C1;3.43
O[Sb](=O)=O.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO;-3.4
CCC(C)(O)C#C;0.93
CC(C)C1=CC=CC=C1OCC1=NCCN1;2.13
CCC1(C(=O)NC(=O)NC1=O)C1=CCCCC1;1.47
CCN(CC)CCNC(C(=O)OCCC(C)C)C1=CC=CC=C1;3.71
[H][C@]12SC(C)(C)[C@@]([H])(N1C(=O)[C@@]2([H])NC(=O)CC1=CC=CC=C1)C(=O)OCOC(C)=O;1.09
CCC1(C)CC(=O)NC(=O)C1;0.48
OC(=O)C1=C(I)C(NC(=O)COCC(=O)NC2=C(I)C=C(I)C(C(O)=O)=C2I)=C(I)C=C1I;6.84
[H]OC(=O)C([H])([H])C([H])([H])C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C1([H])N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])[H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])C(=O)N([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])O[H])C([H])(O[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])O[H])C([H])([H])C([H])([H])C(=O)N([H])[H])C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H])C1([H])C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])C([H])([H])C(=O)N([H])C([H])(C(=O)N([H])C([H])([H])C(=O)N([H])C([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H])C1([H])C(=O)N([H])[H])C([H])(O[H])C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C(=O)O[H])C([H])(O[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=N[H])N([H])[H])C([H])([H])C1=C([H])C([H])=C(O[H])C([H])=C1[H])C([H])(O[H])C([H])([H])[H])C([H])([H])C([H])([H])C(=O)N([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])C([H])([H])C1=C([H])N=C([H])N1[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H];-25
O.O.[Na+].[Na+].[Na+].[Au+].[O-]S([S-])(=O)=O.[O-]S([S-])(=O)=O;-0.096
CCN1C=C(C(O)=O)C(=O)C2=CN=C(N=C12)N1CCCC1;1.59
[Br-].[Br-].CC1=C(N(\N=N\N2C3=CC=CC=[N+]3C(C)=C2C2=CC=CC=C2)C2=CC=CC=[N+]12)C1=CC=CC=C1;-0.3
CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C;4.06
OCCN(CCO)CCO;-1.9
OC(=O)C1CSC(N1)C(O)=O.N[C@@H](CCCNC(N)=N)C(O)=O;-3.2
O.O.[Mg++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O;-3.4
O\N=C\C1=CC=[N+](COC[N+]2=CC=C(\C=N\O)C=C2)C=C1;-6.9
[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CC[C@H](O[C@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)C(O)=O)C(O)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O;3.13
CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C;3.09
O=C(OCCN1CCCCCC1)C(C1CCCCC1)C1=CSC=C1;5
COC1=C(OCC2CNC(=O)O2)C=CC=C1;1.19
CNC(=O)C1=C(I)C(C(O)=O)=C(I)C(NC(=O)CCCCC(=O)NC2=C(I)C(C(O)=O)=C(I)C(C(=O)NC)=C2I)=C1I;6.4
CO[C@@H]1[C@@H](O)[C@H](C)O[C@@H](O[C@H]2CC[C@@]3(C=O)[C@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@H](CC[C@]43O)C3=CC(=O)OC3)C2)[C@H]1O;2.02
OC(CNCCNC(=O)CC1=CC=C(O)C=C1)COC1=CC=CC=C1C#N;0.91
CN(C)CCOC(=O)COC1=CC=C(Cl)C=C1;2.06
C[N+]1(CCC(C(N)=O)(C2=CC=CC=C2)C2=CC=CC=C2)CCCCC1;-0.56
CN(C)CC1=CC=C(CSCCNC(NCC2=CC=C3OCOC3=C2)=C[N+]([O-])=O)O1;2.34
COCCCOC1=CC=NC(C[S@@](=O)C2=NC3=CC=CC=C3N2)=C1C;2.09
[Na+].[Au+].OC(C[S-])CS([O-])(=O)=O;-1
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(OCCO)=CC(O)=C4C3=O)C3=CC=C(O)C(O)=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O;-1.4
Cl[Hg]Cl;0.57
CC1=CC=CC(C)=C1NC(=O)CN1CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1;6.58
CN1N=NC2=CC=C(C=C12)[C@@H](N1C=NC=N1)C1=CC=C(Cl)C=C1;3.28
OCC1COC(CI)O1;0.5
[I-].CC[N+](C)(CC)CCOC(C1=CC=CC=C1)C1=CC=CC=C1;0.2
CCCC(C)C1(C=C)C(=O)NC(=O)NC1=O;1.59
[Na+].[Fe+3].[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O;-1.3
CN1CCN(CC1)C1=C(F)C=C2C(=O)C(=CN3CCSC1=C23)C(O)=O;0.3
COC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)C=C1;0.47
CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1;3.52
CC(C)(C)NCC(O)COC1=CC=CC2=C1SCCC2;2.88
NC1=NC(=O)N(C=C1I)[C@H]1C[C@H](O)[C@@H](CO)O1;-0.91
CC(C)NC[C@H](O)COC1=CC=C(O)C=C1;0.8
CC1=NN=C(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)CN2C=C(Cl)C(=O)C(Cl)=C2)C3=O)C(O)=O)S1;1.11
NC(=N)NNCCOC1=C(Cl)C=CC=C1Cl;1.61
[OH-].[Al+3].CC(C)(OC1=CC=C(Cl)C=C1)C([O-])=O.CC(C)(OC1=CC=C(Cl)C=C1)C([O-])=O;2.9
OC(CNCCNC(=O)N1CCOCC1)COC1=CC=C(O)C=C1;-0.82
CN(C)(=O)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12;3.15
COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OCC(O)=O;3.15
CC(CN1CCN(CCOCCO)CC1)CN1C2=CC=CC=C2SC2=CC=CC=C12;3.52
OCC(O)CN1CCN(CC1)C1=CC=CC=C1;0.61
[Mg++].[O-]C(=O)C1=CC(=O)NC(=O)N1.[O-]C(=O)C1=CC(=O)NC(=O)N1;-1.2
CCOC(=O)[C@@]1(CCC=C[C@H]1N(C)C)C1=CC=CC=C1;3.35
CC1=CC=CC=C1CN1CCN(CCOC(C2=CC=CC=C2)C2=CC=CC=C2Cl)CC1;6.34
[Al+3].CC([O-])=O.O[C@H]([C@@H](O)C([O-])=O)C([O-])=O;-1.8
ClC1=CC=C(OCC(=O)N2CCN(CC3=CC4=C(OCO4)C=C3)CC2)C=C1;2.73
OC1(CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1)C1=CC(=C(Cl)C=C1)C(F)(F)F;7.25
C[C@H]1CCC[C@@H](C)N1NC(=O)C1=CC=C(Cl)C(=C1)S(N)(=O)=O;1.59
[H][C@]12N3CCC[C@@]1(CC)CC(=O)N1C4=CC=CC=C4C(CC3)=C21;2.74
CN(C)CCOCCOC(=O)N1C2=CC=CC=C2SC2=CC=CC=C12;3.54
COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1Br;2.21
CC(C)(C)C1=CC=C2C(C=CC(=C2S(O)(=O)=O)C(C)(C)C)=C1;5.23
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C[131I])[C@H]3CC[C@]12C;7.8
CC[C@H](C)[C@@H]1NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O;-3.8
CCN1C(=O)OC(C)(C)C1=O;0.86
[Ca++].CC(=O)CCC([O-])=O.CC(=O)CCC([O-])=O;-0.069
CC(N1N=C(N)CC1=O)C1=CC(Cl)=C(Cl)C=C1;2.14
CC1(C)O[C@@]2(C)[C@@H](O)C[C@@H]1C[C@H]2O;0.2
CC1=CC=CC(C)=C1NC(=O)C1=CC(=C(Cl)C=C1O)S(N)(=O)=O;3
O=C1NC(=S)NC(CC2=CC=CC=C2)=C1;1.89
CCC1(C(=O)NC(=O)NC1=O)C1=CC2CCC(C2)C1;1.58
O=C1N(C2=CC=CC=C2C1(CC1=CC=NC=C1)CC1=CC=NC=C1)C1=CC=CC=C1;4.41
S=C1N=CNC2=C1C=NN2;-0.12
CN1CCC2=C(C1)C1=CC=CC=C1N2CC1=CC=CC=C1;3.69
CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC1=CC=C(C)C=C31;4.16
CC(C)(N)CO.CN1C2=C(N=CN2)C(=O)N(C)C1=O;-0.81
[H]C(I)(I)I;4.65
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CC=CC=C3)C(=O)N2[C@H]1C(=O)OC1OC(=O)C2=CC=CC=C12;2.09
CCN(CC)CCOC(=O)C1=CC=CC(=C1O)C1=CC=CC=C1;4.3
CNC(=O)C[C@@H](N)C(=O)N[C@@H](C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)C1=CC=C(O)C=C1;-4.1
CCC(Br)(CC)C(=O)NC(N)=O;1.39
[OH-].[Bi+3].[O-]C1=C([O-])C(Br)=C(Br)C(Br)=C1Br;4.44
CCC(C1=NOC(CCN(CC)CC)=N1)C1=CC=CC=C1;4.06
CC(CN(C)C)CN1C2=CC=CC=C2S(=O)(=O)C2=CC=CC=C12;3.18
OC(=O)C1=C(CSC2=NN=CS2)CS[C@@H]2[C@H](NC(=O)CN3C=NN=N3)C(=O)N12;-1.6
COC1=CC2=C(SC3=CC=CC=C3C2(O)CCCN(C)C)C=C1;3.43
CCN1C=C(C(O)=O)C(=O)C2=CN=C(N=C12)N1CCNCC1;-1.8
COC(=O)CCC=C=CC[C@H]1[C@H](\C=C\[C@H](O)COC2=CC=CC=C2)[C@@H](O)CC1=O;2.59
CC(CCN1CCOCC1)OC(=O)C1(CCOCC1)C1=CC=CC=C1;2.31
CCCC(O)C(CC)CO;1.16
C1CC2=C(C1)C(NC1=NCCN1)=CC=C2;2.28
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=C(F)C(OC2=CC=CC=C2)=C1;5.59
[Ca++].O[Si](O)(O)[O-].O[Si](O)(O)[O-];-2.6
[Cu++].CC(=O)C1C(=O)C=C2OC3=C(C(C)=O)C([O-])=C(C)C([O-])=C3C2(C)C1=O;2.39
[K+].[O-][Mn](=O)(=O)=O;-2.3
CO[C@H]1O[C@H](CNC(=O)N(CCCl)N=O)[C@@H](O)[C@H](O)[C@H]1O;-1.4
C[N+]1(C)[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1;-2.6
[OH-].OB(O)[O-].[Hg+]C1=CC=CC=C1.[Hg+]C1=CC=CC=C1;0.9
CCN(CC)CCN1C(=O)C(CC2=CC=C(OC)C=C2)=NC2=CC=CC=C12;3.5
[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N=C)C1=CC=CC=C1)C(O)=O;-0.38
OCCN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1F;2.24
CNC(=S)NCO;-0.61
CC(=O)OC1=CC=CC(C(O)=O)=C1OC(C)=O;0.85
CC(CN1C2=CC=CC=C2SC2=C1C=CC=C2)[N+](C)(C)CCO;-0.56
[H]C(CCN1CCN(CCO)CC1)=C1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2;4.22
CN1C2=C(N(CCOC(=O)C3=CC=CN=C3)C=N2)C(=O)N(C)C1=O;0.042
[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@]([H])(O)[C@@]1([H])[C@@]2([H])C=C(Cl)C2=CC(=O)C=C[C@]12C;1.15
CC[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1;-0.62
CCN(CC)CCOC1=CC=CC=C1C(=O)CCC1=CC=CC=C1;4.38
ClC1=CC=C(CC(=CCN2CCCC2)C2=CC=CC=C2)C=C1;5.41
[S--].[S--].[S--].[S--].[S--].[S--].[S--].[186Re].[186Re];-0.038
N[C@@H](CC1=CC(O)=C(O)C=C1[18F])C(O)=O;-1.6
CN(C)C(=O)CCCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1;2.69
COC1CC(C[N+](C)(C)C1)=C(C1=CC=CS1)C1=CC=CS1;-0.6
[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](OCC)[C@@H]2C)O4;3.84
CC(CC1=CC=CC=C1)NCCCCl;2.96
COC1=CC=C(C=C1)C1=CC(=S)SS1;3.29
CCCCC\C=C/C\C=C/C\C=C/CCCCC(O)=O;6.06
OC1=CC=C(C=C1)C(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O;1.75
C[C@]12C[C@H](Cl)[C@@]3(Cl)[C@@H](C[C@H](F)C4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO;1.72
[H][C@@]12CC[C@](C)(C(C)=O)[C@@]1(C)CCC1=C3CCC(=O)C=C3CC[C@@]21[H];3.96
CCN(CC)CCOC1=CC2=C(C=C1)N=C(S2)N(C)C;3.48
N1C=CN=C1.OC(=O)C1=CC=CC=C1O;1.98
COCC(O)CN(C(C)=O)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I;-1.3
[Mg++].[Mg++].[Mg++].[O-]P([O-])([O-])=O.[O-]P([O-])([O-])=O;-1
[H][C@@](O)(COP(O)(O)=O)[C@@]([H])(O)[C@]([H])(O)C(=O)COP(O)(O)=O;-3.5
[H][C@@]12CC(C[C@H]3NCCC4=C3C=C(OC)C(OC)=C4)=C(CC)CN1CCC1=C2C=C(OC)C(OC)=C1;4.12
[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](O)C=C3CC[C@@]21[H];2.81
[H][C@@]12C[C@@H](C)[C@](O)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C;2.58
NC1=C2N=CN(CCOCP(O)(O)=O)C2=NC=N1;-3.9
COC1=C(O)C(\C=N\C2=CC=C(C)C=C2)=CC=C1;3.9
CCCS(=O)C1=CC=C2NC(NC(=O)OC)=NC2=C1;1.57
CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1Cl;3.39
CC(C)(OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1)C(O)=O;4.36
CC(C)(O)CNC1=NC(=NC(NC2=CC(=NC=C2)C(F)(F)F)=N1)C1=NC(=CC=C1)C(F)(F)F;4.59
COC1=CC2=C(C=C1)C1=C(N2)C(C)=NCC1;1.67
COC1=CC2=C(OC(=C2)C2CCNCC2)C(Br)=C1;2.69
NC(=O)C1=CC(=C(I)C=C1)[N+]([O-])=O;1.69
CO[C@H](C)[C@H](NC(=O)OC)C(=O)N1CCC[C@H]1C1=NC2=C(N1)C=C(F)C(=C2)[C@H]1CC[C@@H](N1C1=CC(F)=C(N2CCC(CC2)C2=CC=C(F)C=C2)C(F)=C1)C1=CC2=C(NC(=N2)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)C=C1F;7.63
[H][C@@]12CN(C(=O)[C@@]([H])(NC(=O)O[C@]3([H])CCC[C@@]3([H])OC\C=C\C(F)(F)C3=NC4=C(C=CC=C4)N=C3O1)C(C)(C)C)[C@@]([H])(C2)C(=O)N[C@@]1(C[C@H]1C(F)F)C(=O)NS(=O)(=O)C1(C)CC1;3.95
COC(=O)C1=CN=CC=C1;0.76
CCCCCC1=CC=C(C)C=C1O;4.47
O[Bi]1OC2=CC(=CC(O)=C2O1)C(O)=O;0.55
[Bi+3].CCCC(CCC)C([O-])=O.CCCC(CCC)C([O-])=O.CCCC(CCC)C([O-])=O;2.8
[Na+].[Na+].[O-]C(=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1C1=C2C=C(Br)C(=O)C(Br)=C2OC2=C1C=C(Br)C([O-])=C2Br;8.16
CO[C@H]1[C@H](OC(=O)C2=CC=C(C)N2)[C@H](O)[C@@H](OC2=C(C)C3=C(C=C2)C(O)=C(NC(=O)C2=C(C)C(=CN2)C(=O)NC2=C(O)C4=C(OC2=O)C(C)=C(O[C@H]2OC(C)(C)[C@@H](OC)[C@H](OC(=O)C5=CC=C(C)N5)[C@@H]2O)C=C4)C(=O)O3)OC1(C)C;4.39
[H][C@@]1([C@@H](O)[C@](CC)(CCCC)CS(=O)(=O)C2=CC=C(C=C12)N(C)C)C1=CC=CC(NC(=O)N[C@@H]2O[C@H](COS(O)(=O)=O)[C@@H](O)[C@H](OCC3=CC=CC=C3)[C@H]2O)=C1;2.88
NC1=C2C(=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1)C#N;-1.4
CNCCC1=CC(O)=C(O)C=C1;0.32
COC(=O)C(C)OC1=CC=C(OC2=C(Cl)C=C(Cl)C=C2)C=C1;4.72
CCOC1=NC2=CC=CC(C(O)=O)=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1;4.68
CC(C)[C@H](N)C(=O)O[C@@H]1[C@@H](CO)O[C@@H](N2C=CC(N)=NC2=O)[C@]1(C)O;-1.5
C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1N1C=CC(N)=NC1=O;-2.5
[68Ga+3].C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CN2CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@H](CC2=CNC3=C2C=CC=C3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(O)=O;-8.4
BrC1=CC=CC(=C1)C1=NNC(=C1)C1=CC2=C(OCO2)C=C1;4.27
CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CC[C@@H](NC(=O)CCCCCCCCCCCCCCCCC(O)=O)C(O)=O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)C(C)(C)NC(=O)[C@@H](N)CC1=CN=CN1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(O)=O;-18
COC1=CC=C(C=C1OC)S(=O)(=O)N1[C@@H](C(=O)N2CCC[C@H]2C(N)=O)[C@](O)(C2=CC(Cl)=CC=C12)C1=CC=CC=C1Cl;2.83
[H]N([C@H](CO)C1=CC(Cl)=CC=C1)C(=O)C1=CC(=CN1[H])C1=CC(=NC=C1Cl)N([H])C(C)C;3.62
CC1=CC(C)=C(C=C1)C(=O)OCC1=CC=C(C=C1)[C@@H](CN)C(=O)NC1=CC=C2C=NC=CC2=C1;4.73
O[C@H]([C@H]1CCCN1C1=CC=C(C#N)C(=C1)C(F)(F)F)C(F)(F)F;3.61
[H][C@]12CC[C@]([H])(C[C@H](O)C1)N2C1=CC=C(C#N)C2=CC=CC=C12;2.77
[H]N(C(=O)[C@]1(C)CC(=NN1[H])C(F)(F)F)C1=CC(=C(C=C1)C#N)C(F)(F)F;3.41
CCC1=C(C)C2=C(C=CC3=C2C(Cl)=CC(=O)N3)N1CC(F)(F)F;4.26
[H][C@]1(C[C@]([H])(N(C)C)C2=C(N1)C=CC(=C2)N(=O)=O)C(C)(C)CO;1.68
[H][C@@](C)(O)[C@@]([H])(NC1=C(C)C(Cl)=C(C=C1)C#N)C1=NN=C(O1)C1=CC=C(C=C1)C#N;3.02
CCSC1=CC(OC)=C(CC(C)N)C=C1OC;2.37
ClC1=CC2=C(C=C1)C(=CC=N2)N1CCN(CCCN2CCN(CC2)C2=CC=NC3=C2C=CC(Cl)=C3)CC1;5.27
[H][C@@]12CC[C@H](OC(=O)CCC3CCCC3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C;6.11
[H][C@@]12CC[C@H](OC(=O)CCCCCC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C;6.29
CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C;8.06
[H]N(N=C1CC[C@@]2(C)C(CC[C@@]3([H])[C@]4([H])CC[C@H](OC(=O)CCCCCC)[C@@]4(C)CC[C@]23[H])=C1)C(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1;8.49
COC1=CC(C#N)=C(OC)C=C1CCNCC1=C(O)C=CC=C1;1.69
[Fe+3];-0.77
CC1=C(C(=O)C2=CC=CC3=CC=CC=C23)C2=C3N1[C@H](CN1CCOCC1)COC3=CC=C2;4.47
[H][C@@]12CC[C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C;3.85
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OC(C)=O)C=C3CC[C@@]21[H];3.66
[H][C@]1(O)CC[C@@]2([H])[C@]3([H])CCC4=CC(OC(=O)C5=CC=CC=C5)=CC=C4[C@@]3([H])CC[C@]12C;5.71
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(O)=CC=C4[C@@]3([H])CC[C@]12C)OC(=O)CCC1CCCC1;6.49
CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(OC(=O)CCCCCC)=CC=C4[C@H]3CC[C@]12C;9.06
[H][C@@]12CC[C@H](OC(=O)CCCC)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3;5.78
COC1=CC(\C=N\N(C(=O)C(F)(F)F)C2=C(C)C=C(C)C=C2)=CC=C1;4.99
[H][C@@]12CC[C@H](OC(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3C[C@@H](C)[C@@]21[H];3.79
OCC(Br)(CO)[N+]([O-])=O;-0.19
[Ca++].[H][C@](O)(C([O-])=O)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)C([O-])=O;-3.1
ClC1=C(Cl)C=CC=C1;3.18
CCCCCCCCCCCCCC(=O)OC(C)C;6.29
CCN(CC)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC)C1=C(C=C(C(O)=C1)S(O)(=O)=O)S(O)(=O)=O;2.4
[Cl-].CCCCCCCCCC[N+](C)(C)CCCCCCCC;3.12
CCCCCCCC[N+](C)(C)CCCCCCCC;2.23
[V];0
CSCCC(N)C(O)=O;-2.2
[K+].[K+].[O-]C([O-])=O;0.25
NC(=O)C1CCCC2=C1NC1=C2C=C(Cl)C=C1;2.46
[64Cu];0.16
[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3C(C)=C[C@@]21[H];3.42
[177Lu];0
COC1=C(O)C(OC)=C2OC(=CC(=O)C2=C1O)C1=CC=CC=C1O;2.39
C1CC1;1.33
